Piano;Codice Programma;Programma;Codice Investimento;Investimento;Codice Intervento;Intervento;Amministrazione Titolare;CUP;Stato CUP;Codice Natura Investimento;Natura Investimento;Codice Tipologia Investimento;Tipologia Investimento;Codice Settore Intervento Investimento;Settore Intervento Investimento;Codice Sottosettore Intervento Investimento;Sottosettore Intervento Investimento;Codice Categoria Intervento Investimento;Categoria Intervento Investimento;Titolo Unità di Rilevazione;Soggetto Attuatore;Codice Fiscale Soggetto Attuatore;Finanziamento PNC;Data di estrazione
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E49J21019060001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;FABBRICATO ERP IN CITTA' SANT'ANGELO*VIA IOVINE 1-3-5*LAVORI DI MANUTENZIONE STRAORDINARIA E EFFICIENTAMENTO ENERGETICO;AZIENDA TERRITORIALE EDILIZIA RESIDENZIALE PER LA PROVINCIA DI PESCARA;00062890686;2200000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E49J21019890001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;FONDO COMPLEMENTARE PNRR  ELENCO A / INTERVENTO 4: EFFICIENTAMENTO  ENERGETICO FABBRICATI DI EDILIZIA  RESIDENZIALE PUBBLICA COMUNE VIAREGGIO*VARI INDIRIZZI*ELENCO A / INTERVENTO 4: EFFICIENTAMENTO ENERGETICO FABBRICATI DI EDILIZIA RESIDENZIALE PUBBLICA C;SOGGETTO GESTORE DELL'EDILIZIA RESIDENZIALE PUBBLICA DELLA PROVINCIA DI LUCCA S.R.L.;92033160463;1211016,82;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E49J21020870001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;EDIFICI ERP DI VIA TOSCANA 12, VIA TOSCANA 14, VIA CASTAGNOLE 8 E VIA SICILIA 25*VIA TOSCANA, CASTAGNOLE, SICILIA*EFFICIENTAMENTO ENERGETICO E MIGLIORAMENTO SISMICO EDIFICI ERP QUARTIERE SAN LIBERALE;COMUNE DI TREVISO;80007310263;2210000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E49J21020940001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;INTERVENTO DI RIQUALIFICAZIONE (ENERGETICA) DELL'EDILIZIA RESIDENZIALE PUBBLICA - PNRR FOND COMPLEMENTARE D.L. N. 59/2021 - DET DIR REGIONE LAZIO N. G13815 DEL 11/11/2021.  FABBRICATO DI EPR IN VIA DEL CIPRESSO (EX ECA)*VIA DEL CIPRESSO*EFFICIENTAMENTO EN;COMUNE DI FROSINONE;00264560608;742807,90;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E49J21020960001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;EDIFICIO RESIDENZIALE PUBBLICO VIA CARDUCCI*VIA CARDUCCI*EFFICIENTAMENTO ENERGETICO, MESSA IN SICUREZZA SISMICA, INTERVENTO LOCALE DI RIQUALIFICAZIONE;COMUNE DI SORA;00217140607;1745750,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E49J21021220002;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;LAVORI DI MANUTENZIONE STRAORDINARIA VOLTA ALLA RIQUALIFICAZIONE ENERGETICA E FUNZIONALE DI UN IMMOBILE DI EDILIZ9IA RESIDENZIALE PUBBLICA DI PROPRIETÀ COMUNALE*VIA FALCONE*RIQUALIFICAZIONE ENERGETICA E FUNZIONALE;COMUNE DI FERRANDINA;80000550774;362000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E52C21000730009;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;"PROGETTO PER LA RIQUALIFICAZIONE DEL PATRIMONIO DI EDILIZIA RESIDENZIALE PUBBLICA DI PROPRIETÀ COMUNALE: L) RECUPERO PER LA SICUREZZA SISMICA E L'EFFICIENZA ENERGETICA DEGLI EDIFICI DI ERP UBICATI NEL CENTRO STORICO;*VIA CENTRO STORICO*PROGETTO PER LA RIQ";COMUNE DI CASTELLO DEL MATESE;82000400612;2000000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E52D17000160005;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;ADEGUAMENTO CANNE FUMARIE VIA QUINTANA E VIA BRESCIANA A SAVONA*VIA QUINTANA E VIA BRESCIANA*ADEGUAMENTO CANNE FUMARIE;AZIENDA REGIONALE TERRITORIALE PER L' EDILIZIA (A.R.T.E.) DELLA PROVINCIA DI SAVONA;00190540096;1300000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E53D21004760001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;ALLOGGI DI EDILIZIA RESIDENZIALE PUBBLICA*VIA S. ALLENDE NN. 5C-7D-9E-2F-4G-6H E VIA L. ALLEGATO NN. 1I-3L-5M*RECUPERO DEL LOTTO ARCA CAPITANATA N.394 - MIGLIORAMENTO SISMICO, EFFICIENTAMENTO ENERGETICO E RIQUALIFICAZIONE DEGLI SPAZI PUBBLICI;ARCA CAPITANATA;00131190712;2500000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E53D21005550002;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;ADEGUAMENTO SISMICO, ENERGETICO, IMPIANTISTICO E  RIQUALIFICAZIONE AREE DI PERTINENZA DEGLI ALLOGGI SOCIALI*LOC. RIOLETO*RECUPERO FUNZIONALE E ADEGUAMENTO SISMICO STRUTTURALE DI EDIFICIO E RIQUALIFICAZIONE AREA DI PERTINENZA;COMUNE DI CLETO;86000750785;1700000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E57H21000470006;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;VIA ISTRIA 1ABC*VIA MILANO*RIQUALIFICAZIONE ENERGETICA E CREAZIONE NUOVI ALLOGGI;AZIENDA REGIONALE TERRITORIALE PER L' EDILIZIA (A.R.T.E.) DELLA PROVINCIA DI SAVONA;00190540096;3730000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E58G21000000003;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;EDIFICIO*VIA CAGLIALI 1-35*MANUTENZIONE STRAORDINARIA RISANAMENTO GLOBALE;ISTITUTO PER L' EDILIZIA SOCIALE DELLA PROVINCIA AUTONOMA DI BOLZANO - IPES;00121630214;2654849,04;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E58I21000430002;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;RIQUALIFICAZIONE ENERGETICA IMMOBILI COMUNALI ERP - TEMATICA CASA E HOUSING SOCIALE*VIA CAMICIA E VIA DE MUSONI*RIQUALIFICAZIONE ENERGETICA IMMOBILI COMUNALI ERP;COMUNE DI COMMESSAGGIO;83000510202;1082334,22;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E59F19000300003;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;EDIFICIO*VIA MILANO 88*MANUTENZIONE STRAORDINARIO;ISTITUTO PER L' EDILIZIA SOCIALE DELLA PROVINCIA AUTONOMA DI BOLZANO - IPES;00121630214;2189799,48;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E59J21010690006;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;EDIFICI DI EDILIZIA RESIDENZIALE PUBBLICA*VIA VARI INDIRIZZI*EFFICIENTAMENTO ENERGETICO;PUBLICASA S.P.A.;05344250484;2490346,17;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E59J21011040001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;VIA PARTIGIANI CIVICI DA 4 A 34*VIA PARTIGIANI 4 - 34*REALIZZAZIONE DI EFFICIENTAMENTO SISMICO, CAPPOTTATURA, RIFACIMENTO COPERTURA E SOSTITUZIONE INFISSI;AZIENDA REGIONALE TERRITORIALE PER L' EDILIZIA (A.R.T.E.) DELLA PROVINCIA DI SAVONA;00190540096;2041803,40;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E59J21011230001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;EFFICIENTAMENTO ENERGETICO E RIQUALIFICAZIONE SPAZI PUBBLICI*VILLAGGIO MINATORI*EFFICIENTAMENTO ENERGETICO E RIQUALIFICAZIONE SPAZI PUBBLICI;AREZZO CASA S.P.A.;01781060510;3050000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E59J21012110001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;(PNRR) - FONDO COMPLEMENTARE ART.1, COMMA 2, LETT. C), PUNTO 13 DEL D.L. 6 MAGGIO 2021, N.59, CONVERTITO CON MODIFICAZIONI DALLA LEGGE 1 LUGLIO 2021, N.101, PROGRAMMA SICURO, VERDE E SOCIALE: RIQUALIFICAZIONE DELLEDILIZIA RESIDENZIALE PUBBLICA.*VIA DEI;COMUNE DI OZIERI;00247640907;287000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E59J21012150001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;REALIZZAZIONE DI ALLOGGI DA ASSEGNARE A CANONE SOCIALE  FABBRICATO CORSO VITTORIO EMANUELE ANGOLO VIA PORTICO*CORSO VITTORIO EMANUELE*IL PROGETTO IN OGGETTO SI RIFERISCE AL RECUPERO DI UN FABBRICATO UBICATO NEL CENTRO STORICO DELLABITATO DA ADIBIRE ALLA;COMUNE DI SORGONO;00160130910;640000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E61B21006380002;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;RIGENERAZIONE URBANA DI UN'AREA ERP DI PROPRIETÀ COMUNALE*VIA VENETO*RIGENERAZIONE URBANA DI UN'AREA ERP DI PROPRIETÀ COMUNALE;COMUNE DI SANT'ARCANGELO TRIMONTE;81001490648;1908237,60;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E61B21006400009;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;FONDO COMPLEMENTARE AL PNRR: INTERVENTI DI MESSA IN SICUREZZA ED EFFICIENTAMENTO ENERGETICO DI EDIFICI DI EDILIZIA RESIDENZIALE PUBBLICA E RIQUALIFICAZIONE DEGLI SPAZI PUBBLICI*VIA CENTRO ABITATO*FONDO COMPLEMENTARE AL PNRR: INTERVENTI DI MESSA IN SICUREZ;COMUNE DI LETINO;82001590619;531324,21;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E68I21000290006;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;PALAZZINE ERP DI VIA N. PALLI*VIA NATALE PALLI*RISTRUTTURAZIONE DI PALAZZINE ERP CON RIQUALIFICAZIONE, EFFICIENTAMENTO ENERGETICO, ADEGUAMENTO STRUTTURALER ED ELIMINAZIONE BARRIERE ARCHITETTONICHE - LOTTO 2;COMUNE DI VERCELLI;00355580028;1900000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E68I21000330001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0508__;SOCIALI E SCOLASTICHE;0508__999_;ALTRE STRUTTURE SOCIALI;"INTERVENTI DI MIGLIORAMENTO SISMICO ED EFFICIENTAMENTO ENERGETICO DELL'EDIFICIO DESTINATO AD EDILIZIA RESIDENZIALE PUBBLICA (ERP) DENOMINATO ""CONDOMINIO EX CONSORZIO"".*VIA VITTORIO VENETO N. 13*RISTRUTTURAZIONE TOTALE EDIFICIO DESTINATO AD EDILIZIA RESIDE";COMUNE DI ISOLA DELLA SCALA;00457160232;808200,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E69F19000290003;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;EDIFICIO*VIA BERSAGLIO 47-49*MANUTENZIONE STRAODINARIO RISANAMENTO ENERGETICO;ISTITUTO PER L' EDILIZIA SOCIALE DELLA PROVINCIA AUTONOMA DI BOLZANO - IPES;00121630214;1147067,22;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E69J21011110002;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;CASE COMUNALI DI VIA PAVESE 16 A MOIRAGO*VIA PAVESE 16*MANUTENZIONE STRAORDINARIA CON EFFICIENTAMENTO ENERGETICO;COMUNE DI ZIBIDO SAN GIACOMO;80102330158;1350029,49;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E69J21012180002;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__103_;FABBRICATI RESIDENZIALI URBANI;CASE COMUNALI DI VIA PAVESE 28 A MOIRAGO*VIA PAVESE 28*MANUTENZIONE STRAORDINARIA CON EFFICIENTAMENTO ENERGETICO;COMUNE DI ZIBIDO SAN GIACOMO;80102330158;1349760,59;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E69J21012830001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0599__;ALTRE INFRASTRUTTURE SOCIALI;0599__999_;ALTRE INFRASTRUTTURE;EFFICIENTAMENTO ENERGETICO E RIQUALIFICAZIONE SPAZI PUBBLICI*VIA DELLE CITTA' GEMELLATE*EFFICIENTAMENTO ENERGETICO E RIQUALIFICAZIONE SPAZI PUBBLICI;AREZZO CASA S.P.A.;01781060510;1170000,00;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E69J21012920001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;FONDO COMPLEMENTARE PNRR  ELENCO A / INTERVENTO 1: EFFICIENTAMENTO ENERGETICO E RAZIONALIZZAZIONE DEGLI SPAZIALLOGGI SFITTI DI EDILIZIA RESIDENZIALE PUBBLICA*VARI COMUNI*ELENCO A / INTERVENTO 1: MANUTENZIONE STRAORDINARIA  EFFICIENTAMENTO ENERGETICO CONTE;SOGGETTO GESTORE DELL'EDILIZIA RESIDENZIALE PUBBLICA DELLA PROVINCIA DI LUCCA S.R.L.;92033160463;1938798,16;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E69J21012930001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;FONDO COMPLEMENTARE PNRR  ELENCO A / INTERVENTO 3: EFFICIENTAMENTO  ENERGETICO FABBRICATI DI EDILIZIA  RESIDENZIALE PUBBLICA*VARI COMUNI DELLA PIANA DI LUCCA E MEDIAVALLE GARFAGNANA*ELENCO A / INTERVENTO 3: EFFICIENTAMENTO ENERGETICO FABBRICATI DI EDILIZI;SOGGETTO GESTORE DELL'EDILIZIA RESIDENZIALE PUBBLICA DELLA PROVINCIA DI LUCCA S.R.L.;92033160463;1591219,78;07/03/2024
PNC;C.13;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;C.13.0.0;RIQUALIFICAZIONE EDILIZIA RESIDENZIALE;MINISTERO INFRASTRUTTURE E TRASPORTI;E69J21012940001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;05;INFRASTRUTTURE SOCIALI;0510__;ABITATIVE;0510__999_;ALTRI EDIFICI ABITATIVI;FONDO COMPLEMENTARE PNRR  ELENCO A / INTERVENTO 5: EFFICIENTAMENTO  ENERGETICO FABBRICATI DI EDILIZIA  RESIDENZIALE PUBBLICA COMUNI DELLA VERSILIA*VARI COMUNI DELLA VERSILIA*ELENCO A / INTERVENTO 5 : EFFICIENTAMENTO ENERGETICO FABBRICATI DI EDILIZIA RESID;SOGGETTO GESTORE DELL'EDILIZIA RESIDENZIALE PUBBLICA DELLA PROVINCIA DI LUCCA S.R.L.;92033160463;1315988,69;07/03/2024
